match,score,index,Item,Scorer,Form,is_true_positive
"Babyfood, junior, without ascorbic acid, plums with tapioca, fruit",100.0,6599,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Syrups, with added potassium, with 2% maple, pancake, table blends",100.0,6604,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Turkey, raw, with added solution, skin from whole (light and dark)",100.0,6610,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Turkey, roasted, cooked, with added solution, meat only, dark meat",100.0,6611,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Turkey from whole, raw, with added solution, meat only, light meat",100.0,6612,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Chicken, raw, with added solution, meat and skin, thigh, dark meat",100.0,6613,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"POPEYES, meat and skin with breading, Breast, Mild, Fried Chicken",100.0,6621,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Swamp cabbage (skunk cabbage), with salt, drained, boiled, cooked",100.0,6626,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Snacks, unsalted, made with enriched flour, plain, hard, pretzels",100.0,6639,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Fast foods, and tomatoes, ground beef, beans, with cheese, nachos",100.0,6640,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Beverages, prepared with water, powder, with aspartame, cocoa mix",100.0,6648,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Gourd, with salt, drained, boiled, cooked, dishcloth (towelgourd)",100.0,6657,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"CAMPBELL'S Soup on the Go, Vegetable with Mini Round Noodles Soup",100.0,6663,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Beverages, with vitamin E added, reduced sugar, fruit juice drink",100.0,6667,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Muffins, made with low fat (2%) milk, prepared from recipe, plain",100.0,6668,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Margarine-like, with salt, liquid, fat free, vegetable oil spread",100.0,6670,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Artichokes, with salt, drained, boiled, cooked, (globe or french)",100.0,6671,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Turkey, raw, with added solution, meat only, breast, retail parts",100.0,6674,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Beans, with salt, boiled, cooked, mature seeds, all types, kidney",100.0,6681,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Beans, with salt, boiled, cooked, mature seeds, cranberry (roman)",100.0,6682,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Beverages, decaffeinated, prepared with tap water, brewed, coffee",100.0,6692,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Squash, with salt, drained, boiled, cooked, all varieties, summer",100.0,6706,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Snacks, salted, made with unenriched flour, plain, hard, pretzels",100.0,6712,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Rice and vermicelli mix, prepared with 80% margarine, beef flavor",100.0,6715,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Babyfood, prepared with whole milk, with bananas, oatmeal, cereal",100.0,6717,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Turkey, raw, with added solution, meat only, dark meat from whole",100.0,6718,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Fast Foods, meat and skin with breading, Drumstick, Fried Chicken",100.0,6721,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Fast foods, with condiments, regular patty, cheeseburger; single",100.0,6726,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Fast foods, and canadian bacon, cheese, with egg, english muffin",100.0,6729,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Salad dressing, with salt, soybean and safflower oil, mayonnaise",100.0,6730,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Beans, boiled with salt, cooked, mature seeds, royal red, kidney",100.0,6735,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"SUBWAY, turkey breast sub on white bread with lettuce and tomato",100.0,6737,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Seeds, with salt added, roasted, whole, pumpkin and squash seeds",100.0,6739,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Broadbeans (fava beans), with salt, boiled, cooked, mature seeds",100.0,6745,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"SUBWAY, lettuce and tomato, B.L.T. sub on white bread with bacon",100.0,6752,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"POPEYES, meat and skin with breading, Thigh, Mild, Fried Chicken",100.0,6754,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Crackers, with peanut butter filling, sandwich-type, whole grain",100.0,6759,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Tofu, prepared with calcium sulfate, salted and fermented (fuyu)",100.0,6763,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Seeds, with salt added, roasted, pumpkin and squash seed kernels",100.0,6771,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Agutuk, fish with shortening (Alaskan ice cream) (Alaska Native)",100.0,6777,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Muffins, made with low fat (2%) milk, prepared from recipe, corn",100.0,6780,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Infant formula, powder, with ARA and DHA, GOOD START SOY, NESTLE",100.0,6791,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Jams and preserves, any flavor, no sugar (with sodium saccharin)",100.0,6797,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Infant formula, ready-to-feed, with iron, PROSOBEE, MEAD JOHNSON",100.0,6799,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"KFC, meat and skin with breading, Drumstick, ORIGINAL RECIPE, Fried Chicken",100.0,6805,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Chicken, braised, cooked, with added solution, meat and skin, thigh, dark meat",100.0,6808,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Margarine, with added vitamin D, with salt, stick, composite, 80% fat, regular",100.0,6809,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Babyfood, multigrain cereal and added iron fortified, with fruit, whole milk, yogurt",100.0,6832,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Fast foods, turkey breast on white bread with lettuce and tomato, submarine sandwich",100.0,6833,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Pork, unheated, separable lean only, boneless, whole, ham with natural juices, cured",100.0,6838,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Margarine-like, with added vitamin D, with salt, tub, 60% fat, vegetable oil spread",100.0,6843,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Milk, with added vitamin A and vitamin D, reduced fat, commercial, fluid, chocolate",100.0,6850,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Cake, with added fiber, low-fat, chocolate with frosting, creme-filled, snack cakes",100.0,6851,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Cereals, with salt, cooked with water, enriched, quick, regular, yellow, corn grits",100.0,6853,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Babyfood, multigrain cereal and added DHA fortified, with fruit, whole milk, yogurt",100.0,6854,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Infant formula, ready-to-feed, ADVANCE with iron, ISOMIL, SIMILAC, ABBOTT NUTRITION",100.0,6855,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Pork, unheated, separable lean only, bone-in, shank, ham with natural juices, cured",100.0,6863,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Pork, unheated, separable lean only, bone-in, slice, ham with natural juices, cured",100.0,6864,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Beverages, E, C, with added vitamins A, 100% juice, vegetable and fruit juice blend",100.0,6865,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Snacks, made with enriched masa flour, barbecue-flavor, chips, extruded, corn-based",100.0,6870,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Snacks, with vitamin C, berry flavored, BETTY CROCKER Fruit Roll Ups, GENERAL MILLS",100.0,6877,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Snacks, unsalted, made with partially hydrogenated soybean oil, plain, potato chips",100.0,6878,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Yogurt, sweetened with low-calorie sweetener, nonfat milk, vanilla or lemon flavor",100.0,6886,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Beverages, zero calories, pomegranate with anti-oxidants, yumberry, bottled, water",100.0,6887,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Cake, with added fiber, low-fat, with icing or filling, not chocolate, snack cakes",100.0,6895,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Chicken, braised, cooked, with added solution, meat and skin, drumstick, dark meat",100.0,6903,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Chicken, roasted, cooked, with added solution, meat and skin, drumstick, dark meat",100.0,6904,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Orange juice, with added calcium and vitamin D, includes from concentrate, chilled",100.0,6905,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Pork, unheated, separable lean only, bone-in, rump, ham with natural juices, cured",100.0,6909,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Turkey from whole, roasted, cooked, with added solution, meat and skin, light meat",100.0,6914,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Fast foods, vegetables and ham, large patty; with condiments, cheeseburger; single",100.0,6922,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"SUBWAY, lettuce and tomato, steak & cheese sub on white bread with American cheese",100.0,6927,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Infant formula, with ARA and DHA, ready-to-feed, SIMILAC NEOSURE, ABBOTT NUTRITION",100.0,6930,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Bagels, with calcium propionate (includes onion, poppy, sesame), unenriched, plain",100.0,6932,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Margarine, with added vitamin D, without salt, stick, composite, 80% fat, regular",100.0,6942,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Fast foods, roast beef on white bread with lettuce and tomato, submarine sandwich",100.0,6943,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Turkey, roasted, cooked, with added solution, meat and skin, dark meat from whole",100.0,6957,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Cereals, no salt, prepared with water, QUAKER/MOTHER'S Oat Bran, Oat Bran, QUAKER",100.0,6959,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Infant formula, with ARA and DHA, powder, PROSOBEE LIPIL, NEXT STEP, MEAD JOHNSON",100.0,6960,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Soymilk, vitamins A and D, with added calcium, light, chocolate and other flavors",100.0,6963,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Infant formula, with ARA and DHA, powder, with iron, LIPIL, ENFAMIL, MEAD JOHNSON",100.0,6964,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Snacks, salted, made with partially hydrogenated soybean oil, plain, potato chips",100.0,6965,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Infant formula, ready-to-feed, DHA and ARA, with iron, GOOD START SUPREME, NESTLE",100.0,6971,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"CAMPBELL'S Red and White, condensed, GOLDFISH Pasta with Chicken in Chicken Broth",100.0,6980,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Beverages, not fortified with vitamin C, less than 3% juice, Fruit flavored drink",100.0,6981,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Infant formula, with ARA and DHA, powder, GO AND GROW, SIMILAC, ABBOTT NUTRITION",100.0,6984,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Creamy dressing, reduced calorie, made with sour cream and/or buttermilk and oil",100.0,6986,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Chickpeas (garbanzo beans, bengal gram), with salt, boiled, cooked, mature seeds",100.0,6994,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"English muffins, with calcium propionate (includes sourdough), unenriched, plain",100.0,6996,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Infant formula, with ARA and DHA, powder, For Spit Up, SIMILAC, ABBOTT NUTRITION",100.0,6999,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Beverages, powder, lemon-flavored, sweetened with sodium saccharin, instant, tea",100.0,7004,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Yogurt, fortified with vitamin D, 11 grams protein per 8 ounce, low fat, vanilla",100.0,7011,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Bagels, with calcium propionate (includes onion, poppy, sesame), enriched, plain",100.0,7012,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Infant formula, liquid concentrate, with iron, ISOMIL, SIMILAC, ABBOTT NUTRITION",100.0,7014,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Bread, and rice flour, rice starch, made with potato extract, white, gluten-free",100.0,7018,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Infant formula, with ARA and DHA, ready-to-feed, AR LIPIL, ENFAMIL, MEAD JOHNSON",100.0,7020,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Babyfood, prepared with whole milk, with apple and orange, high protein, cereal",100.0,7035,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Fast foods, with condiments and vegetables, regular patty, cheeseburger; double",100.0,7038,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Infant formula, not reconstituted, powder, with iron, SIMILAC, ABBOTT NUTRITION",100.0,7041,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Beverages, with added nutrients, powder, chocolate-flavor beverage mix for milk",100.0,7045,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Fast foods, cold cut on white bread with lettuce and tomato, submarine sandwich",100.0,7050,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Beverages, D2, B12, vitamins A, fortified with calcium, sweetened, coconut milk",100.0,7056,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Cereals, prepared with water, with cinnamon and spice, fortified, instant, oats",100.0,7058,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Macaroni or noodles with cheese, unprepared, made from reduced fat packaged mix",100.0,7059,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Fast foods, with condiments and vegetables, regular patty, cheeseburger; single",100.0,7065,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Infant formula, not reconstituted, powder, with iron, PREGESTIMIL, MEAD JOHNSON",100.0,7067,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Cake, in-store bakery, commercially prepared with chocolate frosting, chocolate",100.0,7079,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Yogurt, fortified with vitamin D, 10 grams protein per 8 ounce, low fat, fruit",100.0,7083,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Child formula, with iron and fiber, ready-to-feed, PEDIASURE, ABBOTT NUTRITION",100.0,7092,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Cereals, salt, prepared with water, QUAKER/MOTHER'S Oat Bran, QUAKER, Oat Bran",100.0,7093,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Rolls, made with tapioca starch and brown rice flour, whole grain, gluten-free",100.0,7106,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Cereals, prepared with water, with raisins and spice, fortified, instant, oats",100.0,7108,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Chicken, braised, cooked, with added solution, meat only, drumstick, dark meat",100.0,7110,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Infant formula, ready-to-feed, with iron, ALIMENTUM, SIMILAC, ABBOTT NUTRITION",100.0,7115,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Fast foods, and ranch sauce, cheese, with lettuce, grilled chicken in tortilla",100.0,7116,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Bread, made with tapioca starch and brown rice flour, whole grain, gluten-free",100.0,7121,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Chicken, roasted, cooked, with added solution, meat only, drumstick, dark meat",100.0,7123,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Squash, with salt, drained, boiled, cooked, crookneck and straightneck, summer",100.0,7124,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Turkey from whole, roasted, cooked, with added solution, meat only, light meat",100.0,7128,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Chicken, roasted, cooked, with added solution, meat and skin, thigh, dark meat",100.0,7129,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Soup, prepared with equal volume water, low sodium, condensed, vegetable soup",100.0,7142,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Infant formula, with ARA and DHA, ready-to-feed, LIPIL, ENFAMIL, MEAD JOHNSON",100.0,7145,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Fast foods, with condiments and vegetables, large patty, cheeseburger; double",100.0,7147,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Milk, with added vitamin A and vitamin D, whole, commercial, fluid, chocolate",100.0,7148,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Cereals, without salt, cooked with water, regular (10 minute), CREAM OF WHEAT",100.0,7150,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Cake, in-store bakery, with chocolate frosting, commercially prepared, yellow",100.0,7152,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Beverages, fortified with vitamin C, diet, citrus, ready-to-drink, green, tea",100.0,7153,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Rolls, and corn starch, rice starch, made with rice flour, white, gluten-free",100.0,7155,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Water, fruit flavored, with corn syrup and/or sugar and low calorie sweetener",100.0,7159,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Turkey, roasted, cooked, with added solution, meat only, breast, retail parts",100.0,7161,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Alcoholic beverage, whiskey and powder mix, prepared with water, whiskey sour",100.0,7163,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Fast foods, and ranch sauce, cheese, with lettuce, crispy chicken in tortilla",100.0,7166,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Fast foods, large patty; with condiments and vegetables, cheeseburger; single",100.0,7167,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Yogurt, fortified with vitamin D, 9 grams protein per 8 ounce, low fat, fruit",100.0,7174,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Margarine, with added vitamin D, with salt, tub, composite, 80% fat, regular",100.0,7184,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Fast foods, regular patty; with condiments and vegetables, hamburger; single",100.0,7191,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Cranberry juice blend, with added vitamin C and calcium, bottled, 100% juice",100.0,7192,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Beverages, Hot Cocoa Mix Rich Chocolate With Marshmallows, NESTLE, Cocoa mix",100.0,7193,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Margarine-like, with salt, tub, reduced calorie, vegetable oil-butter spread",100.0,7195,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Bread, and/or tapioca, corn starch, made with rice flour, white, gluten-free",100.0,7206,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Infant formula, liquid concentrate, with DHA and ARA, GOOD START SOY, NESTLE",100.0,7210,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Infant formula, with ARA and DHA, powder, NEOSURE, SIMILAC, ABBOTT NUTRITION",100.0,7211,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Infant formula, ready-to-feed, with iron, ADVANCE, SIMILAC, ABBOTT NUTRITION",100.0,7212,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Beverages, B12, B6, B3, B2, fortified with vitamins C, Monster, Energy Drink",100.0,7221,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Yogurt, fortified with vitamin D, with low calorie sweetener, lowfat, fruit",100.0,7222,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Child formula, not reconstituted, powder, with iron, PORTAGEN, MEAD JOHNSON",100.0,7229,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Infant formula, ready-to-feed, with iron, NUTRAMIGEN, ENFAMIL, MEAD JOHNSON",100.0,7232,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Fast foods, tuna on white bread with lettuce and tomato, submarine sandwich",100.0,7234,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Beverages, prepared with whole milk, powder, Strawberry-flavor beverage mix",100.0,7237,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Beverages, fortified with vitamin E and C, Lemonade fruit juice drink light",100.0,7238,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Squash, with salt, drained, boiled, cooked, includes skin, zucchini, summer",100.0,7240,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Chicken, roasted, cooked, with added solution, skin (drumsticks and thighs)",100.0,7242,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Chicken, braised, cooked, with added solution, skin (drumsticks and thighs)",100.0,7243,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Turkey, roasted, with added solution, meat only, from whole bird, drumstick",100.0,7246,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Infant formula, ready-to-feed, with iron, ISOMIL, SIMILAC, ABBOTT NUTRITION",100.0,7248,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Infant formula, ready-to-feed, with iron, GOOD START ESSENTIALS SOY, NESTLE",100.0,7266,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Fast Foods, tomato and spread, with lettuce, grilled chicken filet sandwich",100.0,7268,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"SUPPER BAKES MEAL KITS, Lemon Chicken with herb rice (chicken not included)",100.0,7269,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Beverages, prepared with water, powder, breakfast type, orange-flavor drink",100.0,7271,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Beverages, Energy Drink with carbonated water and high fructose corn syrup",100.0,7276,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Balsam-pear (bitter gourd), with salt, drained, boiled, cooked, leafy tips",100.0,7278,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Milk, with added vitamin A and vitamin D (fat free or skim), fluid, nonfat",100.0,7288,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Coffeecake, unenriched, commercially prepared, cinnamon with crumb topping",100.0,7289,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Cereals, with salt, cooked with water, regular (10 minute), CREAM OF WHEAT",100.0,7297,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Beverages, prepared with whole milk, powder, chocolate-flavor beverage mix",100.0,7298,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Snacks, and E, C, with vitamins A, strawberry, SUNKIST Fruit Roll, SUNKIST",100.0,7300,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Ice cream cone, flavors other than chocolate, with nuts, chocolate covered",100.0,7303,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Soymilk, vitamins A and D, with added calcium, light, original and vanilla",100.0,7307,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Chicken, roasted, cooked, with added solution, meat only, thigh, dark meat",100.0,7308,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Chicken, braised, cooked, with added solution, meat only, thigh, dark meat",100.0,7309,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Turkey, roasted, with added solution, meat and skin, from whole bird, back",100.0,7312,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Cookies, chocolate-coated, regular, with creme filling, chocolate sandwich",100.0,7327,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Infant formula, prepared from powder, with iron, PREGESTIMIL, MEAD JOHNSON",100.0,7328,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Fast foods, large patty; with condiments and vegetables, hamburger; double",100.0,7330,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Fast foods, large patty; with condiments and vegetables, hamburger; single",100.0,7331,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Fast foods, ham on white bread with lettuce and tomato, submarine sandwich",100.0,7332,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"CAMPBELL'S CHUNKY Soups, Grilled Sirloin Steak with Hearty Vegetables Soup",100.0,7336,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Margarine-like, with salt, stick/tub/bottle, 60% fat, vegetable oil spread",100.0,7341,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Beverages, with vitamin C added, low calorie, cranberry-apple juice drink",100.0,7344,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Yogurt, sweetened with low calorie sweetener, lowfat milk, vanilla flavor",100.0,7345,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Beans, with salt, drained, boiled, cooked, sprouted, mature seeds, kidney",100.0,7346,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Tofu, prepared with calcium sulfate and magnesium chloride (nigari), firm",100.0,7351,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Tofu, prepared with calcium sulfate and magnesium chloride (nigari), soft",100.0,7352,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Infant formula, ready-to-feed, with iron, GOOD START 2 ESSENTIALS, NESTLE",100.0,7359,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Frozen novelties, with nuts, chocolate or caramel covered, ice cream type",100.0,7361,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Margarine-like spread, SMART BALANCE Regular Buttery Spread with flax oil",100.0,7362,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Snacks, unsalted nuts and seeds, with chocolate chips, regular, trail mix",100.0,7373,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Cereals ready-to-eat, with real strawberries, HONEY BUNCHES OF OATS, POST",100.0,7374,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Infant formula, with ARA and DHA, powder, AR LIPIL, ENFAMIL, MEAD JOHNSON",100.0,7378,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"CAMPBELL'S Soup on the GO, HEALTHY REQUEST Chicken with Mini Noodles Soup",100.0,7382,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"CAMPBELL'S Red and White, condensed, Beef with Vegetables and Barley Soup",100.0,7383,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Cream substitute, with hydrogenated vegetable oil and soy protein, liquid",100.0,7384,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Waxgourd, with salt, drained, boiled, cooked, (chinese preserving melon)",100.0,7390,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Turkey, roasted, with added solution, meat only, from whole bird, breast",100.0,7391,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Fast foods, large patty; with condiments and bacon, cheeseburger; single",100.0,7392,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Beverages, prepared with water, cereal grain beverage, coffee substitute",100.0,7396,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Cereals, no salt, prepared with water, QUAKER MultiGrain Oatmeal, QUAKER",100.0,7398,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"Juice, with added ascorbic acid and calcium, grape and pear blend, apple",100.0,7399,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"SUPPER BAKES MEAL KITS, Cheesy Chicken with pasta (chicken not included)",100.0,7408,Cucumbers with peel,partial_token_set_ratio,Fresh,0
"SUPPER BAKES MEAL KITS, Garlic Chicken with pasta (chicken not included)",100.0,7409,Cucumbers with peel,partial_token_set_ratio,Fresh,0
